CustomerKey,CustomerID,CustomerName,CustomerType,PriorityLevel,Channel,FirstOrderDate,GeographyKey
1141,CUST001141,Customer 1141,B2C,Medium,Partner,2023-09-16,3
1142,CUST001142,Customer 1142,B2C,Low,Direct,2023-09-22,8
1143,CUST001143,Customer 1143,B2B,Low,Partner,2022-07-04,4
1144,CUST001144,Customer 1144,B2B,High,Direct,2022-01-02,11
1145,CUST001145,Customer 1145,B2B,Low,Direct,2022-05-01,7
1146,CUST001146,Customer 1146,B2C,Medium,Retail,2022-02-16,1
1147,CUST001147,Customer 1147,B2B,Low,Partner,2023-10-18,5
1148,CUST001148,Customer 1148,B2C,Medium,Partner,2022-03-11,13
1149,CUST001149,Customer 1149,B2B,Low,Partner,2022-01-07,6
1150,CUST001150,Customer 1150,B2B,High,Retail,2023-02-10,6
1151,CUST001151,Customer 1151,B2C,Medium,Online,2022-12-13,11
1152,CUST001152,Customer 1152,B2C,High,Direct,2022-05-20,9
1153,CUST001153,Customer 1153,B2C,Medium,Online,2022-12-10,9
1154,CUST001154,Customer 1154,B2C,Low,Online,2022-11-03,4
1155,CUST001155,Customer 1155,B2C,Medium,Online,2023-08-15,3
1156,CUST001156,Customer 1156,B2B,Medium,Direct,2022-10-15,11
1157,CUST001157,Customer 1157,B2B,Low,Direct,2023-07-02,3
1158,CUST001158,Customer 1158,B2B,Medium,Partner,2023-09-02,12
1159,CUST001159,Customer 1159,B2C,Medium,Online,2022-02-02,8
1160,CUST001160,Customer 1160,B2C,Medium,Partner,2022-09-01,4
1161,CUST001161,Customer 1161,B2C,High,Online,2023-06-22,6
1162,CUST001162,Customer 1162,B2B,High,Direct,2022-02-08,9
1163,CUST001163,Customer 1163,B2C,Low,Retail,2022-01-26,4
1164,CUST001164,Customer 1164,B2C,Low,Partner,2022-12-15,13
1165,CUST001165,Customer 1165,B2B,High,Retail,2022-12-02,4
1166,CUST001166,Customer 1166,B2C,Medium,Online,2022-02-07,1
1167,CUST001167,Customer 1167,B2B,Low,Online,2022-11-15,6
1168,CUST001168,Customer 1168,B2B,High,Partner,2023-04-24,1
1169,CUST001169,Customer 1169,B2C,Low,Retail,2023-08-15,6
1170,CUST001170,Customer 1170,B2B,Medium,Partner,2022-07-25,9
1171,CUST001171,Customer 1171,B2C,Low,Online,2022-11-23,5
1172,CUST001172,Customer 1172,B2B,Medium,Online,2022-06-02,1
1173,CUST001173,Customer 1173,B2B,High,Partner,2023-09-30,9
1174,CUST001174,Customer 1174,B2C,High,Partner,2022-11-23,10
1175,CUST001175,Customer 1175,B2B,High,Partner,2022-09-08,10
1176,CUST001176,Customer 1176,B2C,High,Retail,2022-12-13,1
1177,CUST001177,Customer 1177,B2B,High,Direct,2023-04-28,1
1178,CUST001178,Customer 1178,B2C,Medium,Retail,2022-03-30,12
1179,CUST001179,Customer 1179,B2C,Low,Partner,2023-09-03,5
1180,CUST001180,Customer 1180,B2B,Low,Online,2022-12-07,13
1181,CUST001181,Customer 1181,B2B,High,Direct,2023-04-22,2
1182,CUST001182,Customer 1182,B2C,Low,Direct,2023-04-12,8
1183,CUST001183,Customer 1183,B2B,High,Partner,2022-08-26,6
1184,CUST001184,Customer 1184,B2B,Low,Partner,2023-02-06,13
1185,CUST001185,Customer 1185,B2C,Medium,Online,2022-11-29,2
1186,CUST001186,Customer 1186,B2B,Medium,Direct,2023-05-02,8
1187,CUST001187,Customer 1187,B2C,Medium,Retail,2022-06-24,9
1188,CUST001188,Customer 1188,B2C,Low,Online,2022-04-16,6
1189,CUST001189,Customer 1189,B2B,Medium,Direct,2023-07-24,7
1190,CUST001190,Customer 1190,B2C,High,Retail,2023-08-28,9
1191,CUST001191,Customer 1191,B2C,Medium,Online,2022-06-12,6
1192,CUST001192,Customer 1192,B2C,Medium,Partner,2022-08-02,9
1193,CUST001193,Customer 1193,B2B,High,Online,2023-12-12,12
1194,CUST001194,Customer 1194,B2C,High,Direct,2023-12-30,6
1195,CUST001195,Customer 1195,B2B,Medium,Retail,2023-07-23,5
1196,CUST001196,Customer 1196,B2B,Low,Online,2023-02-20,11
1197,CUST001197,Customer 1197,B2C,Medium,Direct,2023-09-03,11
1198,CUST001198,Customer 1198,B2B,High,Retail,2023-11-08,3
1199,CUST001199,Customer 1199,B2B,High,Retail,2023-08-18,8
1200,CUST001200,Customer 1200,B2C,Medium,Direct,2023-06-29,4
1201,CUST001201,Customer 1201,B2C,Medium,Partner,2022-07-30,7
1202,CUST001202,Customer 1202,B2B,Low,Online,2022-12-19,10
1203,CUST001203,Customer 1203,B2C,High,Partner,2023-06-07,1
1204,CUST001204,Customer 1204,B2B,High,Partner,2023-01-14,2
1205,CUST001205,Customer 1205,B2B,High,Direct,2022-10-16,12
1206,CUST001206,Customer 1206,B2C,Low,Partner,2023-08-28,12
1207,CUST001207,Customer 1207,B2C,Medium,Direct,2023-01-27,9
1208,CUST001208,Customer 1208,B2B,Medium,Retail,2022-08-05,4
1209,CUST001209,Customer 1209,B2C,Medium,Direct,2023-07-23,3
1210,CUST001210,Customer 1210,B2B,High,Online,2022-10-23,2
1211,CUST001211,Customer 1211,B2B,High,Direct,2023-10-26,11
1212,CUST001212,Customer 1212,B2B,High,Retail,2023-03-24,11
1213,CUST001213,Customer 1213,B2C,Low,Direct,2023-03-02,10
1214,CUST001214,Customer 1214,B2C,Low,Direct,2022-07-04,9
1215,CUST001215,Customer 1215,B2C,Medium,Retail,2023-04-06,3
1216,CUST001216,Customer 1216,B2B,Low,Direct,2023-03-11,12
1217,CUST001217,Customer 1217,B2C,Medium,Partner,2022-08-31,1
1218,CUST001218,Customer 1218,B2C,Low,Partner,2022-02-08,2
1219,CUST001219,Customer 1219,B2C,Low,Online,2023-08-18,3
1220,CUST001220,Customer 1220,B2C,Medium,Online,2023-06-24,9
1221,CUST001221,Customer 1221,B2B,High,Direct,2023-09-17,11
1222,CUST001222,Customer 1222,B2B,Low,Partner,2023-11-11,10
1223,CUST001223,Customer 1223,B2C,Low,Online,2022-02-24,8
1224,CUST001224,Customer 1224,B2C,Low,Partner,2023-04-10,7
1225,CUST001225,Customer 1225,B2C,Medium,Retail,2022-12-28,1
1226,CUST001226,Customer 1226,B2C,Low,Partner,2023-12-13,1
1227,CUST001227,Customer 1227,B2C,Low,Retail,2023-10-07,10
1228,CUST001228,Customer 1228,B2C,Low,Online,2022-02-22,5
1229,CUST001229,Customer 1229,B2B,High,Online,2023-05-12,13
1230,CUST001230,Customer 1230,B2C,High,Partner,2022-10-12,5
1231,CUST001231,Customer 1231,B2B,Low,Online,2022-09-21,10
1232,CUST001232,Customer 1232,B2B,Low,Direct,2022-06-28,6
1233,CUST001233,Customer 1233,B2C,Low,Retail,2022-06-29,8
1234,CUST001234,Customer 1234,B2B,Medium,Online,2022-07-05,3
1235,CUST001235,Customer 1235,B2B,Medium,Direct,2023-09-02,13
1236,CUST001236,Customer 1236,B2B,Low,Direct,2023-01-28,12
1237,CUST001237,Customer 1237,B2B,High,Partner,2023-10-15,1
1238,CUST001238,Customer 1238,B2C,High,Online,2023-10-20,3
1239,CUST001239,Customer 1239,B2C,Medium,Partner,2023-04-21,8
1240,CUST001240,Customer 1240,B2B,Medium,Direct,2023-06-30,8
1241,CUST001241,Customer 1241,B2B,Low,Direct,2022-09-26,1
1242,CUST001242,Customer 1242,B2C,Medium,Partner,2022-10-23,9
1243,CUST001243,Customer 1243,B2B,High,Partner,2023-12-01,7
1244,CUST001244,Customer 1244,B2C,Medium,Partner,2023-09-18,5
1245,CUST001245,Customer 1245,B2C,Low,Direct,2022-04-11,8
1246,CUST001246,Customer 1246,B2B,Low,Retail,2023-11-23,9
1247,CUST001247,Customer 1247,B2B,Medium,Online,2022-12-12,11
1248,CUST001248,Customer 1248,B2B,High,Direct,2022-01-09,2
1249,CUST001249,Customer 1249,B2B,Low,Direct,2023-06-22,6
1250,CUST001250,Customer 1250,B2C,Medium,Retail,2022-08-13,1
1251,CUST001251,Customer 1251,B2B,High,Retail,2022-01-25,10
1252,CUST001252,Customer 1252,B2B,Low,Online,2023-10-16,2
1253,CUST001253,Customer 1253,B2B,Medium,Retail,2023-09-12,2
1254,CUST001254,Customer 1254,B2B,Medium,Partner,2023-12-14,8
1255,CUST001255,Customer 1255,B2B,Low,Direct,2023-11-08,5
1256,CUST001256,Customer 1256,B2C,Medium,Retail,2023-03-14,13
1257,CUST001257,Customer 1257,B2C,High,Direct,2022-03-17,7
1258,CUST001258,Customer 1258,B2B,Medium,Partner,2022-12-07,3
1259,CUST001259,Customer 1259,B2B,Medium,Retail,2023-03-28,10
1260,CUST001260,Customer 1260,B2B,Low,Direct,2023-02-07,2
1261,CUST001261,Customer 1261,B2C,High,Online,2022-05-28,8
1262,CUST001262,Customer 1262,B2B,High,Online,2022-09-23,2
1263,CUST001263,Customer 1263,B2C,Medium,Online,2023-08-09,8
1264,CUST001264,Customer 1264,B2B,High,Direct,2022-06-02,5
1265,CUST001265,Customer 1265,B2C,Medium,Online,2022-06-05,9
1266,CUST001266,Customer 1266,B2C,Medium,Direct,2023-12-26,7
1267,CUST001267,Customer 1267,B2B,High,Direct,2022-03-13,12
1268,CUST001268,Customer 1268,B2B,Low,Partner,2023-05-09,6
1269,CUST001269,Customer 1269,B2C,Medium,Online,2023-11-30,11
1270,CUST001270,Customer 1270,B2B,Medium,Partner,2023-10-25,2
1271,CUST001271,Customer 1271,B2C,Low,Retail,2023-04-16,3
1272,CUST001272,Customer 1272,B2B,Medium,Retail,2023-07-22,5
1273,CUST001273,Customer 1273,B2C,High,Partner,2023-12-14,8
1274,CUST001274,Customer 1274,B2C,Low,Retail,2022-03-28,3
1275,CUST001275,Customer 1275,B2B,High,Retail,2022-02-06,8
1276,CUST001276,Customer 1276,B2B,Low,Partner,2023-02-03,8
1277,CUST001277,Customer 1277,B2C,High,Online,2023-07-01,6
1278,CUST001278,Customer 1278,B2C,Low,Online,2022-02-27,7
1279,CUST001279,Customer 1279,B2B,Low,Direct,2022-05-02,11
1280,CUST001280,Customer 1280,B2B,Low,Retail,2023-07-04,2
1281,CUST001281,Customer 1281,B2B,Medium,Online,2022-02-07,8
1282,CUST001282,Customer 1282,B2B,High,Retail,2023-09-26,1
1283,CUST001283,Customer 1283,B2B,Medium,Online,2022-06-26,8
1284,CUST001284,Customer 1284,B2B,Low,Online,2023-09-18,2
1285,CUST001285,Customer 1285,B2C,Low,Retail,2022-04-27,2
1286,CUST001286,Customer 1286,B2C,Medium,Direct,2022-07-27,6
1287,CUST001287,Customer 1287,B2B,Medium,Retail,2022-05-04,13
1288,CUST001288,Customer 1288,B2B,Medium,Online,2022-02-16,2
1289,CUST001289,Customer 1289,B2B,Medium,Retail,2022-10-08,12
1290,CUST001290,Customer 1290,B2B,Medium,Retail,2023-01-14,10
1291,CUST001291,Customer 1291,B2B,High,Direct,2022-02-11,13
1292,CUST001292,Customer 1292,B2B,Medium,Online,2022-06-11,1
1293,CUST001293,Customer 1293,B2B,High,Partner,2022-01-08,7
1294,CUST001294,Customer 1294,B2C,Low,Retail,2023-12-12,4
1295,CUST001295,Customer 1295,B2C,Low,Direct,2022-05-27,7
1296,CUST001296,Customer 1296,B2B,Low,Online,2022-09-02,10
1297,CUST001297,Customer 1297,B2C,Low,Online,2022-07-04,11
1298,CUST001298,Customer 1298,B2C,Medium,Online,2022-11-05,9
1299,CUST001299,Customer 1299,B2B,High,Online,2022-08-30,10
1300,CUST001300,Customer 1300,B2B,Medium,Retail,2023-01-06,5
1301,CUST001301,Customer 1301,B2B,High,Retail,2022-02-24,11
1302,CUST001302,Customer 1302,B2C,High,Retail,2023-05-01,11
1303,CUST001303,Customer 1303,B2B,Low,Partner,2022-02-14,5
1304,CUST001304,Customer 1304,B2C,Medium,Partner,2022-08-03,10
1305,CUST001305,Customer 1305,B2B,High,Online,2023-04-10,9
1306,CUST001306,Customer 1306,B2B,High,Direct,2022-06-30,9
1307,CUST001307,Customer 1307,B2B,High,Direct,2022-04-29,10
1308,CUST001308,Customer 1308,B2C,Medium,Retail,2023-08-17,12
1309,CUST001309,Customer 1309,B2C,High,Online,2023-11-25,6
1310,CUST001310,Customer 1310,B2B,High,Direct,2022-08-22,4
1311,CUST001311,Customer 1311,B2B,High,Direct,2023-01-20,10
1312,CUST001312,Customer 1312,B2B,Medium,Retail,2023-05-12,4
1313,CUST001313,Customer 1313,B2C,High,Direct,2023-09-17,6
1314,CUST001314,Customer 1314,B2C,Low,Retail,2022-05-20,11
1315,CUST001315,Customer 1315,B2C,High,Partner,2023-01-03,3
1316,CUST001316,Customer 1316,B2B,Medium,Retail,2022-02-02,2
1317,CUST001317,Customer 1317,B2C,Medium,Retail,2023-04-22,13
1318,CUST001318,Customer 1318,B2B,Medium,Retail,2022-12-18,13
1319,CUST001319,Customer 1319,B2B,Low,Retail,2023-10-16,2
1320,CUST001320,Customer 1320,B2C,High,Direct,2023-02-26,8
1321,CUST001321,Customer 1321,B2B,Low,Direct,2022-10-13,12
1322,CUST001322,Customer 1322,B2B,Medium,Direct,2022-09-10,10
1323,CUST001323,Customer 1323,B2B,Low,Online,2022-08-16,7
1324,CUST001324,Customer 1324,B2B,Medium,Online,2022-02-15,7
1325,CUST001325,Customer 1325,B2C,Medium,Online,2023-06-28,8
1326,CUST001326,Customer 1326,B2B,High,Online,2023-05-23,12
1327,CUST001327,Customer 1327,B2B,High,Partner,2023-02-21,5
1328,CUST001328,Customer 1328,B2B,High,Direct,2022-09-02,11
1329,CUST001329,Customer 1329,B2B,Low,Direct,2022-11-09,10
1330,CUST001330,Customer 1330,B2B,Medium,Direct,2023-08-21,13
1331,CUST001331,Customer 1331,B2C,High,Partner,2022-05-22,11
1332,CUST001332,Customer 1332,B2B,Low,Online,2023-04-21,7
1333,CUST001333,Customer 1333,B2C,Low,Online,2023-12-09,5
1334,CUST001334,Customer 1334,B2C,Low,Retail,2023-03-13,13
1335,CUST001335,Customer 1335,B2B,Low,Partner,2023-12-03,12
1336,CUST001336,Customer 1336,B2C,High,Online,2022-02-26,7
1337,CUST001337,Customer 1337,B2C,Low,Online,2023-01-10,6
1338,CUST001338,Customer 1338,B2B,Low,Online,2023-01-11,9
1339,CUST001339,Customer 1339,B2B,High,Partner,2023-12-28,4
1340,CUST001340,Customer 1340,B2B,Low,Direct,2023-07-07,12
1341,CUST001341,Customer 1341,B2B,Low,Retail,2023-08-18,6
1342,CUST001342,Customer 1342,B2C,Low,Direct,2022-12-28,5
1343,CUST001343,Customer 1343,B2B,Medium,Partner,2022-02-25,8
1344,CUST001344,Customer 1344,B2B,Medium,Partner,2023-05-13,8
1345,CUST001345,Customer 1345,B2C,Low,Online,2023-09-28,4
1346,CUST001346,Customer 1346,B2B,High,Direct,2023-04-14,3
1347,CUST001347,Customer 1347,B2B,High,Retail,2022-10-23,5
1348,CUST001348,Customer 1348,B2B,Medium,Retail,2022-04-25,4
1349,CUST001349,Customer 1349,B2B,Medium,Direct,2023-06-18,11
1350,CUST001350,Customer 1350,B2B,Medium,Partner,2023-07-09,7
1351,CUST001351,Customer 1351,B2B,Medium,Retail,2023-03-31,2
1352,CUST001352,Customer 1352,B2B,Low,Partner,2022-01-23,7
1353,CUST001353,Customer 1353,B2C,Low,Partner,2023-08-16,8
1354,CUST001354,Customer 1354,B2C,Medium,Partner,2023-08-31,10
1355,CUST001355,Customer 1355,B2C,High,Partner,2022-05-16,4
1356,CUST001356,Customer 1356,B2C,Medium,Online,2023-05-11,3
1357,CUST001357,Customer 1357,B2C,Medium,Retail,2022-12-28,10
1358,CUST001358,Customer 1358,B2C,High,Retail,2022-06-14,12
1359,CUST001359,Customer 1359,B2B,High,Retail,2023-12-11,2
1360,CUST001360,Customer 1360,B2C,Low,Retail,2022-02-12,8
1361,CUST001361,Customer 1361,B2C,High,Retail,2022-09-24,9
1362,CUST001362,Customer 1362,B2B,Low,Partner,2023-12-26,6
1363,CUST001363,Customer 1363,B2C,Medium,Retail,2022-06-01,9
1364,CUST001364,Customer 1364,B2B,High,Direct,2022-11-05,8
1365,CUST001365,Customer 1365,B2C,Medium,Retail,2022-05-29,1
1366,CUST001366,Customer 1366,B2C,Low,Partner,2023-07-14,8
1367,CUST001367,Customer 1367,B2B,Low,Direct,2022-10-24,6
1368,CUST001368,Customer 1368,B2B,Low,Direct,2023-12-07,1
1369,CUST001369,Customer 1369,B2B,Medium,Online,2022-05-23,7
1370,CUST001370,Customer 1370,B2B,Medium,Partner,2023-09-25,2
1371,CUST001371,Customer 1371,B2B,Low,Retail,2022-12-01,10
1372,CUST001372,Customer 1372,B2B,Medium,Retail,2023-06-24,1
1373,CUST001373,Customer 1373,B2C,Low,Online,2022-03-27,9
1374,CUST001374,Customer 1374,B2B,Medium,Partner,2023-02-08,10
1375,CUST001375,Customer 1375,B2B,Low,Partner,2023-09-12,7
1376,CUST001376,Customer 1376,B2C,Medium,Direct,2022-06-01,6
1377,CUST001377,Customer 1377,B2C,Medium,Partner,2022-01-13,5
1378,CUST001378,Customer 1378,B2B,High,Direct,2023-04-02,12
1379,CUST001379,Customer 1379,B2C,Medium,Retail,2023-03-02,13
1380,CUST001380,Customer 1380,B2C,High,Online,2023-03-11,3
1381,CUST001381,Customer 1381,B2C,Medium,Partner,2022-08-01,2
1382,CUST001382,Customer 1382,B2C,High,Online,2023-08-28,7
1383,CUST001383,Customer 1383,B2C,Medium,Retail,2023-10-17,9
1384,CUST001384,Customer 1384,B2B,High,Retail,2023-04-19,7
1385,CUST001385,Customer 1385,B2C,High,Partner,2022-10-24,10
1386,CUST001386,Customer 1386,B2C,Low,Direct,2022-11-08,4
1387,CUST001387,Customer 1387,B2B,High,Partner,2022-01-28,5
1388,CUST001388,Customer 1388,B2C,High,Partner,2023-10-18,7
1389,CUST001389,Customer 1389,B2C,Low,Retail,2022-07-03,1
1390,CUST001390,Customer 1390,B2C,Medium,Online,2022-05-03,10
1391,CUST001391,Customer 1391,B2C,Low,Direct,2023-01-06,5
1392,CUST001392,Customer 1392,B2C,Low,Online,2023-10-06,6
1393,CUST001393,Customer 1393,B2B,Medium,Retail,2023-06-09,10
1394,CUST001394,Customer 1394,B2B,Medium,Direct,2022-03-01,12
1395,CUST001395,Customer 1395,B2C,High,Online,2022-05-19,5
1396,CUST001396,Customer 1396,B2C,Low,Partner,2023-01-05,1
1397,CUST001397,Customer 1397,B2C,Low,Online,2022-10-24,9
1398,CUST001398,Customer 1398,B2B,High,Retail,2022-07-18,9
1399,CUST001399,Customer 1399,B2C,Low,Partner,2022-11-27,5
1400,CUST001400,Customer 1400,B2C,High,Partner,2023-12-03,3
1401,CUST001401,Customer 1401,B2B,Low,Partner,2022-01-14,6
1402,CUST001402,Customer 1402,B2C,Medium,Retail,2023-05-12,2
1403,CUST001403,Customer 1403,B2B,Low,Retail,2022-08-12,4
1404,CUST001404,Customer 1404,B2B,Medium,Direct,2023-07-27,2
1405,CUST001405,Customer 1405,B2B,High,Direct,2022-04-30,6
1406,CUST001406,Customer 1406,B2C,High,Direct,2022-11-16,10
1407,CUST001407,Customer 1407,B2C,High,Partner,2023-06-20,1
1408,CUST001408,Customer 1408,B2B,High,Retail,2022-05-02,12
1409,CUST001409,Customer 1409,B2C,High,Retail,2022-08-21,3
1410,CUST001410,Customer 1410,B2C,Low,Online,2022-03-22,2
1411,CUST001411,Customer 1411,B2C,Medium,Online,2022-01-20,4
1412,CUST001412,Customer 1412,B2B,Low,Online,2022-04-21,8
1413,CUST001413,Customer 1413,B2C,High,Online,2022-05-02,5
1414,CUST001414,Customer 1414,B2B,High,Online,2023-11-15,10
1415,CUST001415,Customer 1415,B2B,High,Partner,2022-07-30,1
1416,CUST001416,Customer 1416,B2B,Low,Partner,2022-04-03,10
1417,CUST001417,Customer 1417,B2C,High,Retail,2022-12-23,9
1418,CUST001418,Customer 1418,B2B,High,Online,2023-08-07,9
1419,CUST001419,Customer 1419,B2B,Medium,Retail,2022-08-11,13
1420,CUST001420,Customer 1420,B2B,Low,Online,2023-07-05,4
1421,CUST001421,Customer 1421,B2C,Medium,Retail,2023-06-01,8
1422,CUST001422,Customer 1422,B2B,High,Partner,2023-11-21,7
1423,CUST001423,Customer 1423,B2B,Low,Retail,2023-03-11,7
1424,CUST001424,Customer 1424,B2C,High,Direct,2022-04-26,2
1425,CUST001425,Customer 1425,B2B,Medium,Partner,2023-06-17,12
1426,CUST001426,Customer 1426,B2B,High,Partner,2022-10-23,8
1427,CUST001427,Customer 1427,B2C,Medium,Direct,2022-04-29,10
1428,CUST001428,Customer 1428,B2C,High,Direct,2022-11-16,5
1429,CUST001429,Customer 1429,B2B,High,Direct,2023-03-15,11
1430,CUST001430,Customer 1430,B2B,High,Direct,2023-01-12,11
1431,CUST001431,Customer 1431,B2C,Medium,Online,2022-04-18,2
1432,CUST001432,Customer 1432,B2C,Medium,Online,2022-05-27,12
1433,CUST001433,Customer 1433,B2B,Medium,Retail,2022-06-22,6
1434,CUST001434,Customer 1434,B2C,High,Retail,2022-07-25,7
1435,CUST001435,Customer 1435,B2C,Low,Partner,2023-05-27,13
1436,CUST001436,Customer 1436,B2C,Medium,Direct,2023-10-22,11
1437,CUST001437,Customer 1437,B2C,Medium,Partner,2023-09-10,3
1438,CUST001438,Customer 1438,B2B,High,Partner,2023-04-11,8
1439,CUST001439,Customer 1439,B2B,Low,Retail,2023-05-25,1
1440,CUST001440,Customer 1440,B2B,High,Direct,2022-04-12,11
1441,CUST001441,Customer 1441,B2B,Medium,Partner,2022-01-28,3
1442,CUST001442,Customer 1442,B2B,High,Direct,2022-11-07,13
1443,CUST001443,Customer 1443,B2B,Medium,Direct,2023-04-23,8
1444,CUST001444,Customer 1444,B2C,Low,Partner,2023-06-01,13
1445,CUST001445,Customer 1445,B2B,High,Direct,2023-07-08,2
1446,CUST001446,Customer 1446,B2C,Medium,Direct,2023-01-28,8
1447,CUST001447,Customer 1447,B2B,High,Retail,2023-04-16,9
1448,CUST001448,Customer 1448,B2C,Low,Retail,2023-11-07,8
1449,CUST001449,Customer 1449,B2B,Medium,Direct,2023-03-18,8
1450,CUST001450,Customer 1450,B2C,Low,Direct,2022-04-23,8
1451,CUST001451,Customer 1451,B2B,Low,Online,2023-07-30,7
1452,CUST001452,Customer 1452,B2C,Low,Direct,2022-09-27,10
1453,CUST001453,Customer 1453,B2C,Medium,Partner,2023-11-24,1
1454,CUST001454,Customer 1454,B2B,High,Partner,2022-01-29,6
1455,CUST001455,Customer 1455,B2B,Low,Partner,2023-08-21,7
1456,CUST001456,Customer 1456,B2C,Medium,Partner,2022-04-10,7
1457,CUST001457,Customer 1457,B2B,Low,Retail,2022-12-26,4
1458,CUST001458,Customer 1458,B2C,Low,Online,2022-08-29,12
1459,CUST001459,Customer 1459,B2C,High,Partner,2022-03-09,3
1460,CUST001460,Customer 1460,B2C,High,Direct,2022-01-21,11
1461,CUST001461,Customer 1461,B2C,Medium,Online,2023-03-09,12
1462,CUST001462,Customer 1462,B2B,Medium,Direct,2023-04-26,10
1463,CUST001463,Customer 1463,B2C,Low,Online,2023-02-04,13
1464,CUST001464,Customer 1464,B2B,Low,Retail,2023-05-16,6
1465,CUST001465,Customer 1465,B2C,High,Partner,2023-05-24,6
1466,CUST001466,Customer 1466,B2B,Medium,Online,2023-03-23,9
1467,CUST001467,Customer 1467,B2C,Medium,Online,2022-08-08,5
1468,CUST001468,Customer 1468,B2C,High,Online,2023-08-11,12
1469,CUST001469,Customer 1469,B2B,Low,Partner,2023-08-16,5
1470,CUST001470,Customer 1470,B2C,Medium,Retail,2022-03-10,6
1471,CUST001471,Customer 1471,B2C,Low,Partner,2022-03-20,7
1472,CUST001472,Customer 1472,B2C,High,Direct,2023-11-11,7
1473,CUST001473,Customer 1473,B2C,Low,Retail,2022-09-15,1
1474,CUST001474,Customer 1474,B2B,Low,Direct,2023-10-05,4
1475,CUST001475,Customer 1475,B2C,Medium,Direct,2023-11-08,10
1476,CUST001476,Customer 1476,B2B,Low,Retail,2023-10-04,6
1477,CUST001477,Customer 1477,B2B,High,Retail,2023-04-19,12
1478,CUST001478,Customer 1478,B2C,Medium,Direct,2023-12-03,6
1479,CUST001479,Customer 1479,B2B,Medium,Partner,2022-03-07,5
1480,CUST001480,Customer 1480,B2B,Medium,Retail,2023-10-24,7
1481,CUST001481,Customer 1481,B2B,High,Retail,2022-09-02,1
1482,CUST001482,Customer 1482,B2C,Medium,Direct,2022-09-09,9
1483,CUST001483,Customer 1483,B2C,Low,Online,2023-03-23,4
1484,CUST001484,Customer 1484,B2C,High,Online,2022-06-13,5
1485,CUST001485,Customer 1485,B2B,Low,Online,2022-10-12,12
1486,CUST001486,Customer 1486,B2B,High,Online,2023-05-13,6
1487,CUST001487,Customer 1487,B2C,High,Direct,2023-09-09,6
1488,CUST001488,Customer 1488,B2B,Medium,Retail,2023-11-19,4
1489,CUST001489,Customer 1489,B2B,Low,Partner,2022-04-25,8
1490,CUST001490,Customer 1490,B2B,Low,Online,2022-04-03,13
1491,CUST001491,Customer 1491,B2C,Low,Direct,2022-11-17,13
1492,CUST001492,Customer 1492,B2C,High,Retail,2022-08-30,2
1493,CUST001493,Customer 1493,B2B,Medium,Direct,2022-06-29,7
1494,CUST001494,Customer 1494,B2B,Medium,Partner,2022-09-18,12
1495,CUST001495,Customer 1495,B2C,Low,Direct,2022-04-26,8
1496,CUST001496,Customer 1496,B2B,Medium,Retail,2023-12-01,6
1497,CUST001497,Customer 1497,B2C,Medium,Online,2023-05-02,11
1498,CUST001498,Customer 1498,B2B,Low,Online,2023-09-13,12
1499,CUST001499,Customer 1499,B2B,Medium,Direct,2023-11-19,5
1500,CUST001500,Customer 1500,B2C,Low,Online,2023-10-17,9
1501,CUST001501,Customer 1501,B2C,Medium,Online,2022-08-31,7
1502,CUST001502,Customer 1502,B2C,High,Retail,2022-09-19,5
1503,CUST001503,Customer 1503,B2B,Medium,Partner,2022-08-04,13
1504,CUST001504,Customer 1504,B2C,High,Partner,2023-10-22,2
1505,CUST001505,Customer 1505,B2C,Low,Direct,2023-05-19,6
1506,CUST001506,Customer 1506,B2B,High,Partner,2023-03-09,9
1507,CUST001507,Customer 1507,B2C,Medium,Partner,2022-03-09,8
1508,CUST001508,Customer 1508,B2B,High,Retail,2023-12-13,11
1509,CUST001509,Customer 1509,B2B,High,Direct,2023-03-31,4
1510,CUST001510,Customer 1510,B2C,Medium,Online,2023-10-06,2
1511,CUST001511,Customer 1511,B2B,Low,Retail,2022-06-11,10
1512,CUST001512,Customer 1512,B2C,Medium,Direct,2023-12-04,8
1513,CUST001513,Customer 1513,B2C,High,Partner,2022-05-17,13
1514,CUST001514,Customer 1514,B2B,High,Direct,2022-10-16,6
1515,CUST001515,Customer 1515,B2C,Medium,Retail,2022-07-06,1
1516,CUST001516,Customer 1516,B2B,High,Direct,2022-01-24,4
1517,CUST001517,Customer 1517,B2B,High,Direct,2022-09-26,10
1518,CUST001518,Customer 1518,B2C,High,Online,2023-03-16,6
1519,CUST001519,Customer 1519,B2B,High,Direct,2022-06-24,13
1520,CUST001520,Customer 1520,B2C,High,Retail,2023-04-10,12
1521,CUST001521,Customer 1521,B2B,Medium,Partner,2022-07-28,12
1522,CUST001522,Customer 1522,B2C,High,Direct,2023-05-22,4
1523,CUST001523,Customer 1523,B2B,Medium,Retail,2023-09-07,7
1524,CUST001524,Customer 1524,B2C,High,Online,2022-07-04,5
1525,CUST001525,Customer 1525,B2B,Low,Direct,2022-09-26,4
1526,CUST001526,Customer 1526,B2C,High,Online,2023-01-14,8
1527,CUST001527,Customer 1527,B2C,Low,Direct,2022-05-17,11
1528,CUST001528,Customer 1528,B2C,Low,Direct,2022-08-06,12
1529,CUST001529,Customer 1529,B2C,High,Online,2023-09-04,9
