ReturnKey,ReturnID,ReturnDateKey,ReturnDate,OrderKey,OrderID,CustomerKey,ProductKey,ReturnQuantity,ReturnAmount,ReturnReason,ReturnStatus
734,RET00000734,20240605,2024-06-05,61137,ORD00061137,2677,10,1,107.84,Wrong Item,Rejected
735,RET00000735,20230815,2023-08-15,22545,ORD00022545,2971,64,8,6025.2,Wrong Item,Rejected
736,RET00000736,20240608,2024-06-08,2977,ORD00002977,4945,24,2,163.42,Quality Issues,Processed
737,RET00000737,20241201,2024-12-01,56424,ORD00056424,331,7,1,27.9,Damaged in Transit,Pending
738,RET00000738,20240621,2024-06-21,48664,ORD00048664,4454,111,4,862.4,Not as Described,Pending
739,RET00000739,20231215,2023-12-15,58347,ORD00058347,4416,100,5,1553.05,Defective,Rejected
740,RET00000740,20220810,2022-08-10,87032,ORD00087032,3405,100,8,2342.48,Damaged in Transit,Rejected
741,RET00000741,20240924,2024-09-24,39352,ORD00039352,2,1,4,1224.32,Too Late,Rejected
742,RET00000742,20230816,2023-08-16,7960,ORD00007960,4782,129,5,731.95,Other,Processing
743,RET00000743,20230905,2023-09-05,81354,ORD00081354,1823,38,4,1917.16,Wrong Item,Processing
744,RET00000744,20240108,2024-01-08,29021,ORD00029021,4418,107,1,1019.88,Not as Described,Processed
745,RET00000745,20241111,2024-11-11,57637,ORD00057637,414,86,1,646.21,Other,Processed
746,RET00000746,20240211,2024-02-11,41006,ORD00041006,1411,124,1,489.54,Too Late,Processed
747,RET00000747,20240908,2024-09-08,17303,ORD00017303,1284,145,4,3107.0,Defective,Pending
748,RET00000748,20241219,2024-12-19,25360,ORD00025360,2463,19,7,4659.76,Defective,Pending
749,RET00000749,20231204,2023-12-04,62078,ORD00062078,3192,100,4,1279.6,Quality Issues,Rejected
750,RET00000750,20231110,2023-11-10,65,ORD00000065,2478,114,1,902.75,Changed Mind,Processing
751,RET00000751,20240925,2024-09-25,31740,ORD00031740,646,22,4,1440.12,Wrong Item,Processing
752,RET00000752,20241219,2024-12-19,43928,ORD00043928,1096,130,2,118.02,Wrong Item,Processing
753,RET00000753,20240903,2024-09-03,62176,ORD00062176,786,9,1,780.23,Too Late,Rejected
754,RET00000754,20240829,2024-08-29,55985,ORD00055985,2759,18,4,1402.92,Damaged in Transit,Rejected
755,RET00000755,20221203,2022-12-03,65939,ORD00065939,1699,142,3,670.17,Damaged in Transit,Pending
756,RET00000756,20230818,2023-08-18,45914,ORD00045914,2393,108,4,3357.4,Damaged in Transit,Processed
757,RET00000757,20230914,2023-09-14,99661,ORD00099661,2944,103,3,1325.85,Quality Issues,Processed
758,RET00000758,20230816,2023-08-16,20692,ORD00020692,3876,56,2,526.12,Wrong Item,Processed
759,RET00000759,20241213,2024-12-13,94464,ORD00094464,2042,39,2,1554.98,Quality Issues,Rejected
760,RET00000760,20240520,2024-05-20,95497,ORD00095497,2249,90,5,4254.2,Too Late,Pending
761,RET00000761,20230426,2023-04-26,32677,ORD00032677,4802,93,6,947.4,Damaged in Transit,Processing
762,RET00000762,20221008,2022-10-08,65006,ORD00065006,509,21,1,398.53,Quality Issues,Processed
763,RET00000763,20231127,2023-11-27,42173,ORD00042173,2784,61,4,965.36,Changed Mind,Processed
764,RET00000764,20240211,2024-02-11,98333,ORD00098333,869,94,1,968.28,Wrong Item,Processed
765,RET00000765,20240618,2024-06-18,91256,ORD00091256,1144,20,7,1297.73,Quality Issues,Processed
766,RET00000766,20230909,2023-09-09,30952,ORD00030952,1778,92,2,177.9,Other,Pending
767,RET00000767,20231215,2023-12-15,29522,ORD00029522,1028,147,2,136.92,Wrong Item,Rejected
768,RET00000768,20230319,2023-03-19,67121,ORD00067121,2260,42,6,4586.82,Defective,Rejected
769,RET00000769,20231021,2023-10-21,81977,ORD00081977,366,127,1,551.98,Defective,Rejected
770,RET00000770,20240519,2024-05-19,60916,ORD00060916,218,101,2,463.8,Defective,Processed
771,RET00000771,20230318,2023-03-18,81529,ORD00081529,2688,9,3,2123.58,Not as Described,Processing
772,RET00000772,20241206,2024-12-06,7043,ORD00007043,2793,146,1,227.18,Defective,Rejected
773,RET00000773,20230421,2023-04-21,56222,ORD00056222,4093,151,6,3956.94,Too Late,Pending
774,RET00000774,20240419,2024-04-19,434,ORD00000434,1610,137,1,203.71,Damaged in Transit,Rejected
775,RET00000775,20221110,2022-11-10,14708,ORD00014708,4944,68,2,1967.7,Defective,Processing
776,RET00000776,20240317,2024-03-17,60009,ORD00060009,2750,5,4,856.92,Changed Mind,Rejected
777,RET00000777,20240226,2024-02-26,78124,ORD00078124,2490,11,1,842.13,Other,Processed
778,RET00000778,20240804,2024-08-04,75990,ORD00075990,375,155,6,4625.22,Wrong Item,Processing
779,RET00000779,20240106,2024-01-06,9378,ORD00009378,749,55,2,155.54,Defective,Processing
780,RET00000780,20240101,2024-01-01,38699,ORD00038699,2975,107,3,3054.12,Changed Mind,Rejected
781,RET00000781,20230331,2023-03-31,62563,ORD00062563,558,51,1,415.56,Quality Issues,Processing
782,RET00000782,20220924,2022-09-24,403,ORD00000403,1702,18,4,1406.96,Damaged in Transit,Pending
783,RET00000783,20230621,2023-06-21,79251,ORD00079251,2593,106,8,3511.28,Other,Processed
784,RET00000784,20240120,2024-01-20,46166,ORD00046166,464,153,6,1472.22,Defective,Processing
785,RET00000785,20230412,2023-04-12,19641,ORD00019641,1205,20,1,183.54,Changed Mind,Processing
786,RET00000786,20240413,2024-04-13,24464,ORD00024464,1575,150,6,2250.96,Too Late,Processed
787,RET00000787,20230915,2023-09-15,79547,ORD00079547,1297,32,6,1010.64,Too Late,Pending
788,RET00000788,20230504,2023-05-04,90741,ORD00090741,601,45,2,1816.5,Too Late,Rejected
789,RET00000789,20221116,2022-11-16,61901,ORD00061901,31,42,2,1683.88,Too Late,Processed
790,RET00000790,20230314,2023-03-14,86923,ORD00086923,4743,140,4,932.84,Wrong Item,Processed
791,RET00000791,20230920,2023-09-20,42647,ORD00042647,741,35,3,94.35,Not as Described,Pending
792,RET00000792,20230301,2023-03-01,24680,ORD00024680,4873,120,4,3176.72,Defective,Processing
793,RET00000793,20230902,2023-09-02,57506,ORD00057506,3580,104,4,1395.76,Too Late,Processing
794,RET00000794,20230731,2023-07-31,36374,ORD00036374,2234,18,1,384.05,Too Late,Rejected
795,RET00000795,20241125,2024-11-25,95269,ORD00095269,3284,156,1,610.29,Not as Described,Pending
796,RET00000796,20241222,2024-12-22,14066,ORD00014066,4419,26,2,2002.06,Damaged in Transit,Rejected
797,RET00000797,20230426,2023-04-26,14429,ORD00014429,4293,93,3,485.58,Not as Described,Processing
798,RET00000798,20240822,2024-08-22,65683,ORD00065683,1963,95,10,4220.5,Damaged in Transit,Pending
799,RET00000799,20240913,2024-09-13,93064,ORD00093064,1636,48,1,916.72,Too Late,Processed
800,RET00000800,20221119,2022-11-19,36688,ORD00036688,4018,89,8,5121.44,Other,Processed
801,RET00000801,20240216,2024-02-16,26240,ORD00026240,680,100,3,840.15,Wrong Item,Pending
802,RET00000802,20240323,2024-03-23,17150,ORD00017150,3378,10,2,240.78,Too Late,Processing
803,RET00000803,20240303,2024-03-03,52989,ORD00052989,1198,71,2,1898.58,Not as Described,Processing
804,RET00000804,20240210,2024-02-10,21697,ORD00021697,3958,120,2,1589.9,Defective,Processed
805,RET00000805,20240730,2024-07-30,40307,ORD00040307,2538,86,10,6432.4,Damaged in Transit,Processed
806,RET00000806,20240110,2024-01-10,67309,ORD00067309,3939,48,1,977.17,Not as Described,Processed
807,RET00000807,20231013,2023-10-13,18306,ORD00018306,4304,5,5,1022.9,Defective,Processed
808,RET00000808,20230215,2023-02-15,46695,ORD00046695,738,72,7,3496.15,Wrong Item,Pending
809,RET00000809,20240221,2024-02-21,59172,ORD00059172,3575,67,4,876.08,Quality Issues,Pending
810,RET00000810,20231107,2023-11-07,61117,ORD00061117,2096,44,2,1082.84,Damaged in Transit,Pending
811,RET00000811,20231115,2023-11-15,33436,ORD00033436,1474,57,2,1426.46,Damaged in Transit,Processed
812,RET00000812,20230615,2023-06-15,72217,ORD00072217,3789,28,1,712.88,Wrong Item,Processed
813,RET00000813,20240121,2024-01-21,6639,ORD00006639,1059,146,3,704.25,Defective,Processing
814,RET00000814,20240327,2024-03-27,34147,ORD00034147,547,51,1,428.9,Quality Issues,Processed
815,RET00000815,20221209,2022-12-09,5105,ORD00005105,1897,148,3,2329.2,Wrong Item,Pending
816,RET00000816,20240803,2024-08-03,84365,ORD00084365,1004,134,3,2209.74,Wrong Item,Processed
817,RET00000817,20231207,2023-12-07,90954,ORD00090954,1209,3,4,1576.2,Not as Described,Pending
818,RET00000818,20240621,2024-06-21,21311,ORD00021311,1000,127,3,1688.85,Not as Described,Pending
819,RET00000819,20240225,2024-02-25,49082,ORD00049082,4882,33,9,3868.11,Defective,Rejected
820,RET00000820,20241126,2024-11-26,69039,ORD00069039,4207,38,6,2946.36,Not as Described,Processing
821,RET00000821,20230521,2023-05-21,39855,ORD00039855,2408,41,1,509.84,Too Late,Rejected
822,RET00000822,20240217,2024-02-17,90397,ORD00090397,2222,63,2,759.1,Defective,Pending
823,RET00000823,20240717,2024-07-17,97103,ORD00097103,271,91,1,576.92,Damaged in Transit,Rejected
824,RET00000824,20240525,2024-05-25,24246,ORD00024246,437,122,10,6680.0,Changed Mind,Processed
825,RET00000825,20220728,2022-07-28,29237,ORD00029237,2141,122,2,1346.04,Not as Described,Rejected
826,RET00000826,20240510,2024-05-10,35597,ORD00035597,835,99,1,807.15,Defective,Rejected
827,RET00000827,20230102,2023-01-02,58186,ORD00058186,3305,4,1,243.43,Defective,Rejected
828,RET00000828,20241228,2024-12-28,57690,ORD00057690,1300,35,1,30.57,Wrong Item,Pending
829,RET00000829,20230624,2023-06-24,556,ORD00000556,3716,30,6,980.52,Quality Issues,Processing
830,RET00000830,20231222,2023-12-22,24700,ORD00024700,2888,49,3,436.08,Not as Described,Rejected
831,RET00000831,20240730,2024-07-30,34648,ORD00034648,608,147,1,68.74,Other,Rejected
832,RET00000832,20240227,2024-02-27,53051,ORD00053051,4548,4,1,242.15,Quality Issues,Pending
833,RET00000833,20241102,2024-11-02,41742,ORD00041742,1936,114,2,1682.02,Changed Mind,Processed
834,RET00000834,20240427,2024-04-27,44829,ORD00044829,1600,52,10,7872.3,Changed Mind,Pending
835,RET00000835,20230221,2023-02-21,93642,ORD00093642,3444,147,4,249.56,Quality Issues,Rejected
836,RET00000836,20240209,2024-02-09,40246,ORD00040246,2310,53,5,2156.85,Changed Mind,Pending
837,RET00000837,20230129,2023-01-29,30550,ORD00030550,722,122,6,3726.9,Too Late,Processing
838,RET00000838,20241217,2024-12-17,96115,ORD00096115,2903,7,1,24.18,Other,Processing
839,RET00000839,20230321,2023-03-21,63552,ORD00063552,2933,5,3,705.12,Damaged in Transit,Processing
840,RET00000840,20231016,2023-10-16,51844,ORD00051844,4736,17,3,1206.78,Changed Mind,Processing
841,RET00000841,20241018,2024-10-18,6174,ORD00006174,3977,49,2,307.44,Defective,Rejected
842,RET00000842,20220705,2022-07-05,72979,ORD00072979,2849,156,7,4411.54,Changed Mind,Rejected
843,RET00000843,20241118,2024-11-18,35422,ORD00035422,924,70,2,2145.74,Quality Issues,Rejected
844,RET00000844,20221115,2022-11-15,32806,ORD00032806,2111,27,1,154.78,Quality Issues,Processing
845,RET00000845,20240117,2024-01-17,6519,ORD00006519,1377,58,1,868.69,Changed Mind,Rejected
846,RET00000846,20230413,2023-04-13,49346,ORD00049346,4714,61,4,1023.64,Not as Described,Pending
847,RET00000847,20230327,2023-03-27,53300,ORD00053300,283,120,4,3172.2,Too Late,Processing
848,RET00000848,20230524,2023-05-24,28171,ORD00028171,4337,35,1,29.91,Changed Mind,Pending
849,RET00000849,20231222,2023-12-22,17802,ORD00017802,1831,11,4,3092.04,Too Late,Processing
850,RET00000850,20240601,2024-06-01,97953,ORD00097953,1568,140,1,238.5,Too Late,Processing
851,RET00000851,20240617,2024-06-17,1426,ORD00001426,2110,98,4,492.04,Quality Issues,Processing
852,RET00000852,20231217,2023-12-17,36233,ORD00036233,4586,6,1,471.22,Damaged in Transit,Processing
853,RET00000853,20240220,2024-02-20,68289,ORD00068289,1036,91,2,1236.14,Wrong Item,Processing
854,RET00000854,20241103,2024-11-03,7121,ORD00007121,1745,47,1,106.11,Other,Pending
855,RET00000855,20240709,2024-07-09,22514,ORD00022514,4464,144,2,581.26,Changed Mind,Pending
856,RET00000856,20241022,2024-10-22,81233,ORD00081233,4587,115,5,5246.5,Not as Described,Processing
857,RET00000857,20240926,2024-09-26,29129,ORD00029129,625,150,6,2254.26,Defective,Processed
858,RET00000858,20240320,2024-03-20,17139,ORD00017139,438,6,2,958.9,Too Late,Processing
859,RET00000859,20231003,2023-10-03,3486,ORD00003486,2593,13,1,276.93,Defective,Pending
860,RET00000860,20230731,2023-07-31,19987,ORD00019987,1921,39,2,1548.04,Other,Processing
861,RET00000861,20230621,2023-06-21,34234,ORD00034234,3983,128,4,1400.48,Not as Described,Rejected
862,RET00000862,20220829,2022-08-29,38624,ORD00038624,786,106,2,801.04,Quality Issues,Pending
863,RET00000863,20231227,2023-12-27,4390,ORD00004390,1884,66,1,203.69,Wrong Item,Processed
864,RET00000864,20240505,2024-05-05,41933,ORD00041933,3198,142,2,484.14,Wrong Item,Rejected
865,RET00000865,20230601,2023-06-01,23402,ORD00023402,1565,39,1,783.49,Wrong Item,Rejected
866,RET00000866,20220602,2022-06-02,35164,ORD00035164,3938,57,4,2884.8,Not as Described,Processed
867,RET00000867,20220615,2022-06-15,59647,ORD00059647,2228,43,1,979.38,Damaged in Transit,Pending
868,RET00000868,20220424,2022-04-24,25252,ORD00025252,4693,118,5,3784.3,Too Late,Processing
869,RET00000869,20230214,2023-02-14,79904,ORD00079904,4467,103,4,1793.32,Wrong Item,Rejected
870,RET00000870,20230430,2023-04-30,37623,ORD00037623,83,111,5,1136.0,Wrong Item,Rejected
871,RET00000871,20241120,2024-11-20,78873,ORD00078873,65,20,6,1154.28,Not as Described,Processing
872,RET00000872,20230529,2023-05-29,81743,ORD00081743,4156,100,2,593.04,Not as Described,Processing
873,RET00000873,20230615,2023-06-15,92639,ORD00092639,545,48,7,6855.03,Changed Mind,Processing
874,RET00000874,20230704,2023-07-04,34139,ORD00034139,2799,126,5,4393.75,Quality Issues,Pending
875,RET00000875,20241011,2024-10-11,38795,ORD00038795,3946,150,9,3849.93,Defective,Rejected
876,RET00000876,20240926,2024-09-26,67894,ORD00067894,3756,7,1,23.76,Other,Pending
877,RET00000877,20241015,2024-10-15,98149,ORD00098149,652,124,4,2175.44,Quality Issues,Processing
878,RET00000878,20240723,2024-07-23,24419,ORD00024419,3888,121,1,844.47,Too Late,Processed
879,RET00000879,20241213,2024-12-13,66323,ORD00066323,2752,63,2,775.92,Defective,Processed
880,RET00000880,20240818,2024-08-18,77304,ORD00077304,2588,124,1,509.42,Other,Pending
881,RET00000881,20221123,2022-11-23,81858,ORD00081858,365,129,6,732.9,Defective,Processed
882,RET00000882,20240525,2024-05-25,19281,ORD00019281,753,55,7,611.87,Other,Rejected
883,RET00000883,20240226,2024-02-26,1868,ORD00001868,4582,99,5,4325.85,Wrong Item,Processed
884,RET00000884,20240107,2024-01-07,24519,ORD00024519,2671,86,1,720.25,Not as Described,Processing
885,RET00000885,20231204,2023-12-04,62020,ORD00062020,1005,16,1,943.6,Quality Issues,Rejected
886,RET00000886,20240309,2024-03-09,77851,ORD00077851,1168,119,3,159.99,Changed Mind,Pending
887,RET00000887,20230305,2023-03-05,71960,ORD00071960,2199,157,1,688.09,Too Late,Processing
888,RET00000888,20240404,2024-04-04,7101,ORD00007101,86,75,8,5901.04,Not as Described,Processing
889,RET00000889,20220623,2022-06-23,53499,ORD00053499,1166,6,3,1252.74,Other,Rejected
890,RET00000890,20240828,2024-08-28,38943,ORD00038943,291,55,8,684.24,Not as Described,Pending
891,RET00000891,20240928,2024-09-28,38033,ORD00038033,484,40,7,5697.16,Changed Mind,Processed
892,RET00000892,20231213,2023-12-13,56155,ORD00056155,3328,40,1,793.06,Other,Rejected
893,RET00000893,20240430,2024-04-30,76719,ORD00076719,652,62,6,1135.68,Too Late,Processed
894,RET00000894,20220918,2022-09-18,59775,ORD00059775,3433,84,6,6069.48,Not as Described,Rejected
895,RET00000895,20240815,2024-08-15,76375,ORD00076375,1781,4,2,514.84,Defective,Processed
896,RET00000896,20241216,2024-12-16,63813,ORD00063813,4025,68,2,1929.56,Defective,Processed
897,RET00000897,20241220,2024-12-20,22357,ORD00022357,4201,47,2,202.78,Changed Mind,Processed
898,RET00000898,20241114,2024-11-14,23362,ORD00023362,3484,3,4,1829.76,Damaged in Transit,Processing
899,RET00000899,20230323,2023-03-23,94288,ORD00094288,1265,100,1,277.71,Too Late,Processed
900,RET00000900,20240722,2024-07-22,46452,ORD00046452,4010,23,1,47.81,Wrong Item,Processed
901,RET00000901,20240402,2024-04-02,42666,ORD00042666,2412,77,2,959.48,Quality Issues,Rejected
902,RET00000902,20221102,2022-11-02,85128,ORD00085128,144,118,1,811.86,Wrong Item,Processed
903,RET00000903,20230928,2023-09-28,93026,ORD00093026,4378,2,1,128.7,Changed Mind,Processed
904,RET00000904,20230115,2023-01-15,58005,ORD00058005,2874,63,3,1175.37,Too Late,Rejected
905,RET00000905,20221114,2022-11-14,97604,ORD00097604,4501,129,7,949.97,Defective,Pending
906,RET00000906,20240510,2024-05-10,23089,ORD00023089,816,26,2,1896.82,Damaged in Transit,Processed
907,RET00000907,20220809,2022-08-09,24814,ORD00024814,809,144,2,637.56,Defective,Processing
908,RET00000908,20220806,2022-08-06,79610,ORD00079610,3544,28,3,2092.05,Not as Described,Pending
909,RET00000909,20240709,2024-07-09,99669,ORD00099669,3572,153,5,1234.2,Damaged in Transit,Processing
910,RET00000910,20240801,2024-08-01,59524,ORD00059524,3472,122,3,1959.93,Defective,Processing
911,RET00000911,20240817,2024-08-17,65625,ORD00065625,991,14,3,1058.34,Changed Mind,Rejected
912,RET00000912,20240820,2024-08-20,13143,ORD00013143,2309,16,1,944.94,Changed Mind,Rejected
913,RET00000913,20241220,2024-12-20,24547,ORD00024547,3382,58,1,837.58,Changed Mind,Processing
914,RET00000914,20230215,2023-02-15,84979,ORD00084979,1167,126,1,1057.6,Damaged in Transit,Processed
915,RET00000915,20240607,2024-06-07,34157,ORD00034157,869,114,2,1724.6,Not as Described,Pending
916,RET00000916,20230826,2023-08-26,52311,ORD00052311,3505,113,4,1545.48,Damaged in Transit,Pending
917,RET00000917,20230919,2023-09-19,2352,ORD00002352,2941,129,3,432.0,Wrong Item,Processing
918,RET00000918,20221025,2022-10-25,37993,ORD00037993,3375,70,1,987.24,Defective,Pending
919,RET00000919,20230829,2023-08-29,97861,ORD00097861,2640,41,3,1508.07,Defective,Rejected
920,RET00000920,20240501,2024-05-01,45490,ORD00045490,201,104,2,762.66,Other,Processing
921,RET00000921,20240324,2024-03-24,42990,ORD00042990,4134,141,1,351.46,Changed Mind,Processing
922,RET00000922,20230708,2023-07-08,48915,ORD00048915,2673,98,1,122.92,Damaged in Transit,Processed
923,RET00000923,20240224,2024-02-24,85462,ORD00085462,432,151,8,4994.64,Too Late,Processed
924,RET00000924,20240104,2024-01-04,38572,ORD00038572,1922,128,1,308.8,Changed Mind,Pending
925,RET00000925,20230927,2023-09-27,36124,ORD00036124,3266,101,3,643.17,Not as Described,Processing
926,RET00000926,20231227,2023-12-27,99692,ORD00099692,3688,146,6,1377.3,Quality Issues,Rejected
927,RET00000927,20230107,2023-01-07,94758,ORD00094758,524,73,3,2637.0,Wrong Item,Processed
928,RET00000928,20230414,2023-04-14,43616,ORD00043616,4014,121,1,848.67,Not as Described,Processing
929,RET00000929,20241206,2024-12-06,66636,ORD00066636,1388,159,2,1518.84,Defective,Processing
930,RET00000930,20241223,2024-12-23,32813,ORD00032813,1254,29,4,1584.44,Not as Described,Rejected
931,RET00000931,20241002,2024-10-02,29702,ORD00029702,4268,64,7,5439.56,Not as Described,Pending
932,RET00000932,20240602,2024-06-02,73068,ORD00073068,856,119,2,114.08,Not as Described,Processed
933,RET00000933,20241102,2024-11-02,63451,ORD00063451,2461,147,4,236.92,Changed Mind,Rejected
934,RET00000934,20221101,2022-11-01,10619,ORD00010619,412,128,2,632.9,Quality Issues,Rejected
935,RET00000935,20241104,2024-11-04,6382,ORD00006382,2433,40,4,3755.76,Too Late,Processed
936,RET00000936,20240714,2024-07-14,33076,ORD00033076,1604,157,4,2876.6,Changed Mind,Processed
937,RET00000937,20230514,2023-05-14,39104,ORD00039104,3288,59,1,243.94,Other,Processed
938,RET00000938,20231108,2023-11-08,74383,ORD00074383,4407,72,1,496.15,Too Late,Pending
939,RET00000939,20241204,2024-12-04,31999,ORD00031999,248,22,3,933.27,Damaged in Transit,Processing
940,RET00000940,20230610,2023-06-10,16241,ORD00016241,1288,62,1,226.52,Changed Mind,Processed
941,RET00000941,20241125,2024-11-25,35330,ORD00035330,4258,106,6,2399.94,Changed Mind,Processing
942,RET00000942,20231222,2023-12-22,10243,ORD00010243,2297,32,7,1359.26,Defective,Processing
943,RET00000943,20240331,2024-03-31,99753,ORD00099753,2785,9,4,3357.6,Not as Described,Processed
944,RET00000944,20241207,2024-12-07,83730,ORD00083730,3433,50,5,926.35,Quality Issues,Rejected
945,RET00000945,20240425,2024-04-25,72933,ORD00072933,1389,62,4,846.32,Defective,Rejected
946,RET00000946,20230304,2023-03-04,68508,ORD00068508,1698,148,2,1485.52,Too Late,Rejected
947,RET00000947,20241113,2024-11-13,32795,ORD00032795,699,131,3,2659.02,Too Late,Processed
948,RET00000948,20240126,2024-01-26,95231,ORD00095231,3853,64,2,1561.38,Damaged in Transit,Pending
949,RET00000949,20240401,2024-04-01,19776,ORD00019776,1890,146,6,1359.48,Quality Issues,Pending
950,RET00000950,20240113,2024-01-13,12244,ORD00012244,2128,21,3,1171.86,Too Late,Processed
951,RET00000951,20241022,2024-10-22,2678,ORD00002678,2624,118,4,3254.44,Too Late,Processed
952,RET00000952,20240102,2024-01-02,65562,ORD00065562,387,8,1,328.25,Damaged in Transit,Pending
953,RET00000953,20230315,2023-03-15,83119,ORD00083119,3780,157,3,2152.32,Quality Issues,Processing
954,RET00000954,20240929,2024-09-29,19590,ORD00019590,3981,73,2,1645.8,Wrong Item,Rejected
955,RET00000955,20240628,2024-06-28,42433,ORD00042433,4523,29,1,408.01,Not as Described,Processed
956,RET00000956,20230510,2023-05-10,9048,ORD00009048,3502,57,4,2815.8,Not as Described,Processed
957,RET00000957,20240419,2024-04-19,5411,ORD00005411,3077,152,2,1698.96,Wrong Item,Processing
958,RET00000958,20240924,2024-09-24,95133,ORD00095133,1315,73,1,981.46,Defective,Processing
959,RET00000959,20240718,2024-07-18,27482,ORD00027482,53,143,4,4138.56,Too Late,Pending
960,RET00000960,20230904,2023-09-04,28734,ORD00028734,638,1,8,2301.92,Wrong Item,Rejected
961,RET00000961,20230628,2023-06-28,32831,ORD00032831,4708,101,8,1622.72,Damaged in Transit,Pending
962,RET00000962,20241213,2024-12-13,33689,ORD00033689,3487,90,1,917.03,Quality Issues,Pending
963,RET00000963,20240313,2024-03-13,26990,ORD00026990,3326,107,7,6296.78,Damaged in Transit,Processing
964,RET00000964,20220910,2022-09-10,53575,ORD00053575,3536,45,4,3474.88,Other,Pending
965,RET00000965,20240309,2024-03-09,24119,ORD00024119,526,94,2,1856.68,Defective,Pending
966,RET00000966,20240325,2024-03-25,52759,ORD00052759,3863,137,4,809.68,Changed Mind,Rejected
967,RET00000967,20221219,2022-12-19,4531,ORD00004531,1609,82,4,394.76,Wrong Item,Processed
968,RET00000968,20230321,2023-03-21,95820,ORD00095820,3150,29,5,2113.35,Damaged in Transit,Rejected
969,RET00000969,20241021,2024-10-21,83152,ORD00083152,2134,49,6,958.26,Other,Processing
970,RET00000970,20231128,2023-11-28,93919,ORD00093919,416,141,4,1362.04,Quality Issues,Pending
971,RET00000971,20220818,2022-08-18,6716,ORD00006716,1218,82,4,354.92,Quality Issues,Processing
972,RET00000972,20241113,2024-11-13,45190,ORD00045190,4358,99,1,901.44,Not as Described,Pending
973,RET00000973,20240513,2024-05-13,53747,ORD00053747,2814,136,1,359.65,Other,Processed
974,RET00000974,20240124,2024-01-24,64833,ORD00064833,3675,39,3,2461.77,Too Late,Pending
975,RET00000975,20230112,2023-01-12,38091,ORD00038091,2140,143,2,2051.72,Quality Issues,Pending
976,RET00000976,20240113,2024-01-13,75051,ORD00075051,3833,117,5,2120.4,Wrong Item,Processing
977,RET00000977,20221119,2022-11-19,26408,ORD00026408,1175,66,1,211.06,Too Late,Pending
978,RET00000978,20230515,2023-05-15,57286,ORD00057286,3045,143,1,1030.52,Not as Described,Processing
979,RET00000979,20230620,2023-06-20,61540,ORD00061540,4871,124,4,1966.12,Too Late,Pending
980,RET00000980,20240130,2024-01-30,96403,ORD00096403,4165,145,1,872.03,Changed Mind,Processed
981,RET00000981,20241103,2024-11-03,33034,ORD00033034,1517,29,2,776.08,Damaged in Transit,Rejected
982,RET00000982,20231024,2023-10-24,18229,ORD00018229,312,148,4,3081.76,Quality Issues,Pending
983,RET00000983,20240205,2024-02-05,94236,ORD00094236,4140,42,2,1394.38,Changed Mind,Processed
984,RET00000984,20231117,2023-11-17,77440,ORD00077440,3834,128,7,2518.18,Changed Mind,Rejected
985,RET00000985,20231112,2023-11-12,35092,ORD00035092,2113,147,4,281.2,Wrong Item,Rejected
986,RET00000986,20240920,2024-09-20,35079,ORD00035079,3559,77,4,1963.36,Damaged in Transit,Processed
987,RET00000987,20240722,2024-07-22,88773,ORD00088773,3335,139,1,456.04,Changed Mind,Processing
988,RET00000988,20220701,2022-07-01,28245,ORD00028245,3009,112,5,1723.65,Not as Described,Rejected
989,RET00000989,20240510,2024-05-10,5613,ORD00005613,886,35,1,28.99,Wrong Item,Rejected
990,RET00000990,20230627,2023-06-27,71233,ORD00071233,270,57,3,2209.44,Changed Mind,Processing
991,RET00000991,20230816,2023-08-16,7753,ORD00007753,2558,86,4,2404.4,Other,Rejected
992,RET00000992,20241101,2024-11-01,52254,ORD00052254,3723,160,2,1479.42,Damaged in Transit,Processed
993,RET00000993,20230528,2023-05-28,72349,ORD00072349,2039,107,5,4384.45,Quality Issues,Processing
994,RET00000994,20230804,2023-08-04,69471,ORD00069471,4642,13,1,311.69,Damaged in Transit,Processed
995,RET00000995,20231020,2023-10-20,74437,ORD00074437,3999,106,2,888.88,Wrong Item,Processing
996,RET00000996,20231115,2023-11-15,68359,ORD00068359,2759,146,3,746.61,Quality Issues,Pending
997,RET00000997,20240713,2024-07-13,28774,ORD00028774,88,153,5,1157.4,Other,Pending
998,RET00000998,20240501,2024-05-01,45493,ORD00045493,201,37,5,1900.15,Quality Issues,Pending
999,RET00000999,20241008,2024-10-08,57869,ORD00057869,4086,32,5,905.75,Wrong Item,Processing
1000,RET00001000,20230917,2023-09-17,21392,ORD00021392,3693,33,1,430.2,Quality Issues,Processed
1001,RET00001001,20240904,2024-09-04,33697,ORD00033697,4242,9,4,3297.6,Damaged in Transit,Pending
1002,RET00001002,20240415,2024-04-15,37711,ORD00037711,2720,58,4,3675.64,Quality Issues,Rejected
1003,RET00001003,20240710,2024-07-10,78246,ORD00078246,2978,125,1,47.12,Defective,Pending
1004,RET00001004,20240712,2024-07-12,92331,ORD00092331,1049,126,1,1001.88,Wrong Item,Rejected
1005,RET00001005,20240525,2024-05-25,70915,ORD00070915,2183,17,4,1506.88,Other,Processing
1006,RET00001006,20230521,2023-05-21,46929,ORD00046929,4929,124,4,2017.16,Defective,Processed
1007,RET00001007,20240608,2024-06-08,10394,ORD00010394,3560,67,3,547.59,Not as Described,Processed
